local_client_index,dataset_client_id,train_samples
163,1496195a,113
164,14c2b13d,5
165,14c7b073,119
166,14df1e28,13
167,151bfb79,30
168,152491bc,30
169,15574821,29
170,1586e28e,5
171,1589451d,16
172,15b0c947,29
173,15c371c7,15
174,15c563d7,101
175,15c9605c,5
176,15dd287d,115
177,15f04ff8,27
178,161fcca8,29
179,1625acd8,30
180,1626bc5a,30
181,1678e6f1,27
182,16d41d07,29
183,16fce7de,13
184,1706c35f,29
185,172b9c95,1
186,172dc2b0,29
187,173ae793,30
188,173ce2be,30
189,173e6bbf,30
190,1746d7b6,29
191,179a61b7,110
192,17c94b23,30
193,17cc40ee,30
194,17f0e206,30
195,1851e33b,26
196,187af8be,30
197,1887fe04,30
198,1890e5c3,30
199,18a1aab9,30
200,18a6a90e,3
201,18a8f03f,30
202,18c54a68,30
203,18d120ae,6
204,18d84076,19
205,18e910f4,115
206,18ffa72d,29
207,190821dc,64
208,1930353c,1
209,19414a96,12
210,195c120a,121
211,196e84b7,28
212,1970b130,27
213,19785c4e,30
214,197f4153,92
215,1993db46,24
216,1995cf9e,30
217,199da2bf,10
218,19a10aae,3
219,19a1e5c7,19
220,19e246ad,30
221,19e98e89,30
222,19f9c115,30
223,1a073312,24
224,1a0f9c63,25
225,1a4259c3,30
226,1a5b9ca4,25
227,1a673010,30
228,1a6eca98,27
229,1a892463,30
230,1a994c9f,120
231,1aeef15e,30
232,1afd49bf,29
233,1b0ba6f1,5
234,1b18600d,66
235,1b42b551,109
236,1b459024,11
237,1b5ba788,22
238,1b627376,45
239,1b63157b,30
240,1b755c65,29
241,1b835b87,27
242,1b88bf70,30
243,1ba20be2,30
244,1bb574f9,30
245,1bb6ed89,30
246,1c1060b1,29
247,1c3f4fac,30
248,1c3f50ad,30
249,1c45ceb2,30
250,1c50d874,11
251,1c6e5447,30
252,1c76f5f3,27
253,1c84a139,114
254,1cbcc7a7,30
255,1cc80e39,30
256,1cec8d71,30
257,1d1fe0a0,30
258,1d919a90,30
259,1daa5ada,23
260,1dc86f91,128
261,1dce06e8,30
262,1df483c0,30
263,1df99a8a,28
264,1e31353f,30
265,1e4064b8,30
266,1e412fac,30
267,1e8044b4,1
268,1e9b215e,30
269,1e9e6bdd,125
270,1ecfb537,101
271,1ed0b13d,120
272,1ed557b9,30
273,1eddce1d,33
274,1efdf53f,24
275,1f3e4139,33
276,1fc04a13,43
277,1fd85ee4,30
278,1ffd513b,30
279,20174140,30
280,201e28a9,8
281,2039b9c1,30
282,20a0d54b,32
283,20d779bf,12
284,20fd451f,96
285,211b928a,117
286,211ccd2e,30
287,21307344,6
288,2144be19,29
289,214ccb20,30
290,2151b09a,30
291,215699ff,30
292,2167c2ed,4
293,21832144,110
294,2197f41c,30
295,21cbe292,30
296,21e8c417,30
297,2228657c,1
298,22296dbe,78
299,2250f5f2,30
300,226537ab,102
301,2275edbb,30
302,229978fd,110
303,22cb56b3,24
304,23059a35,27
305,2313e093,30
306,2335770e,30
307,234ab0fb,29
308,234d6a48,118
309,2356b88d,68
310,235b444f,111
311,2365eedb,3
312,236b6113,14
313,238c112c,29
314,239a7376,5
315,23abe1c9,30
316,23add12a,33
317,23da904f,125
318,244cc3a5,10
319,24632875,29
320,24694eb6,30
321,246d2c7f,7
322,24a3e589,114
323,24b82192,30
324,24befdb3,110
325,24c9f572,30
326,24ed94ab,30
327,25040e85,30
328,2510c044,30
329,25132942,93
330,256c0a05,124
331,257251e0,30
332,2579e514,30
333,2589f361,29
334,25c14394,25
335,25e95412,154
336,262d7a03,20
337,265bd13a,25
338,26631bee,31
339,26653895,6
340,26a093e1,34
341,26c54f73,7
342,26e517a4,2
343,26e573a9,29
344,270bfa52,30
345,271d51c0,6
346,2748cce7,62
347,274c008f,30
348,27b03931,30
349,27c24504,111
350,28460a60,27
351,28612180,29
352,28ce0c58,110
353,28e47b1a,110
354,28ed6bc9,101
355,2903efb3,30
356,29192d51,2
357,29229c21,123
358,2927c601,117
359,299c14b1,23
360,29dce108,123
361,29fb33da,96
362,2a0b413e,30
363,2a1f4853,117
364,2aca1e72,236
365,2ad772d6,29
366,2aec99ec,25
367,2b1dffa7,2
368,2b3f509b,30
369,2b42e7a2,30
370,2b5e346d,123
371,2b715941,29
372,2ba8c7a4,3
373,2bd2cad5,30
374,2bdbe5f7,98
375,2be08ce4,30
376,2bfe70ef,30
377,2c393fd2,7
378,2c5e0347,15
379,2c6446f7,30
380,2c7c33e8,30
381,2cec1d47,30
382,2cf28b70,30
383,2d327bc8,8
384,2d3c8dcb,20
385,2d92f18b,21
386,2da58b32,91
387,2dc4f05d,77
388,2dcb6848,17
389,2dce72b3,30
390,2df590cd,8
391,2e30f9a5,20
392,2e75d37a,110
393,2e7fac30,18
394,2e8c59f7,17
395,2f0a410b,30
396,2f0ce4d9,89
397,2f666bb2,30
398,2f813234,30
399,2fcb6397,106
400,2fee065a,126
401,300384f0,30
402,30060aba,109
403,30065f33,30
404,3006c271,30
405,30137d34,30
406,305776dd,30
407,30802c5d,30
408,30a09789,27
409,30aabd44,15
410,30f31e42,30
411,3102f006,122
412,3108acca,80
413,311fde72,29
414,31267b59,30
415,31270cb2,30
416,312b96ec,6
417,312d6d81,18
418,3143fdff,27
419,31583d30,30
420,31601aad,32
421,31d31fa0,30
422,31d68957,30
423,31db232b,49
424,31e686d2,16
425,31fd5cf5,34
426,3209ec42,30
427,321aba74,99
428,322d17d3,118
429,324210dd,113
430,3250c035,15
431,32561e9e,30
432,325a0c39,30
433,327289eb,28
434,3291330e,117
435,329eab8a,22
436,32efce64,30
437,33225a3f,1
438,33246bc2,30
439,332d33b1,113
440,333784b7,94
441,333d7ddb,122
442,3367cff6,20
443,3389305e,30
444,338a40d6,4
445,338dacf5,26
446,33903159,30
447,339f2c5c,18
448,33b5516a,2
449,33f60c62,3
450,33fb3f93,2
451,3402e488,36
452,340c8b10,30
453,3411cf4b,30
454,34263ab3,30
455,3437d72e,5
456,3477fab6,9
457,34805883,30
458,34881b10,30
459,34ba417a,12
460,34d5aa5a,33
461,34e8c726,29
462,35078d24,1
463,352ffbe3,35
464,353b4d33,29
465,3565ca83,30
466,3589bc72,129
467,35be2cc3,1
468,35c29afe,10
469,35c8fa78,30
470,35d1b6ee,101
471,36050ef3,88
472,363c6bad,30
473,364f979f,30
474,365531e2,30
475,365908bd,123
476,36de13e1,30
477,3777c08e,30
478,377e916b,30
479,37a3cd33,30
480,37b03ab1,30
481,37bd115d,30
482,37d38e44,30
483,37e8db82,30
484,380abbad,30
485,3824c00e,17
486,3847619e,30
487,3852fca2,30
488,38c30a4a,26
489,38c388bc,30
490,38d78313,96
491,39025b21,7
492,39543cfd,30
493,39833acb,118
494,3983ba0d,30
495,39999a0f,18
496,39a12648,85
497,39a45230,30
498,39a6b995,26
499,39b5fdab,18
500,39c13eed,15
501,39dce8cc,30
502,39ec87ac,30
503,3a182c98,30
504,3a33d3a4,26
505,3a3ee7ed,119
506,3a53b856,27
507,3a69f765,117
508,3a6d4afd,1
509,3a70ab7f,27
510,3a789a0d,30
511,3a7d8872,17
512,3ab9ba07,30
513,3ae5c04f,30
514,3b195250,121
515,3b3d2f59,117
516,3b7f817e,30
517,3b8406c0,30
518,3b852f6f,25
519,3bb68054,117
520,3bc21161,99
521,3bfd30e6,99
522,3c1e12cf,30
523,3c257192,101
524,3c6d55b3,11
525,3c6e33df,3
526,3c8836dc,14
527,3c8dc702,30
528,3cdecb0b,30
529,3ce4910e,107
530,3cfc6b3a,30
531,3d3ddaf8,30
532,3d53244b,97
533,3d676310,1
534,3d6bee47,30
535,3d794813,117
536,3d9200b9,30
537,3d9bbe2d,88
538,3da7f617,7
539,3dfd6c23,30
540,3e31dffe,99
541,3e3b65eb,24
542,3e3fa7fd,27
543,3e549219,30
544,3e6e5b0f,6
545,3ea77ede,7
546,3eb8764c,13
547,3ec05c3d,29
548,3ed3e49a,30
549,3ee0fc39,31
550,3efa7ec4,30
551,3f339c33,1
552,3f45a0cf,109
553,3f6ba067,7
554,3fb8c268,30
555,3fd21070,1
556,3fdafe25,27
557,3ffa3457,21
558,40115b19,30
559,402e2977,30
560,403a4d3e,1
561,40738a2d,98
562,408de0a4,30
563,40b60ae9,29
564,413997c1,30
565,413bcfe1,30
566,41474817,30
567,41777abb,30
568,418e7158,30
569,41dce6f5,30
570,421ed23f,30
571,422f8cf1,30
572,42398aab,23
573,4249c833,30
574,4254621e,22
575,42a99aec,127
576,42c467d0,8
577,42c6fff1,17
578,42ccb57a,30
579,42e3f068,9
580,42f81601,119
581,434a267c,30
582,435695e3,106
583,435f9f9e,30
584,43691f67,28
585,437455be,30
586,4394fc7c,1
587,43b85b64,23
588,43f57297,30
589,4407ba92,30
590,4422e51d,26
591,446a3161,23
592,44b5720d,2
593,44b9b0c1,1
594,44dad20e,30
595,44e9d8d2,16
596,44f68a83,30
597,44fb4274,5
598,45864319,30
599,459345ea,30
600,45adf84a,29
601,460209ac,118
602,460f2bad,30
603,46114b4e,30
604,462dca36,33
605,462e1919,30
606,4634529e,30
607,4649256f,34
608,46a153d8,90
609,472b8045,126
610,47565088,28
611,476e02f8,2
612,477f5b36,7
613,479e64cc,30
614,483e2a6f,30
615,48463cbc,30
616,4874a7e9,27
617,487709e7,1
618,4898b793,1
619,48a9f771,30
620,48bdc11c,29
621,48e8b82a,19
622,493392c6,28
623,4954abe8,29
624,4995d875,111
625,499be02e,102
626,49f30eed,25
627,4a1e736b,101
628,4a294341,30
629,4a4e28f1,30
630,4a671512,8
631,4a803e67,30
632,4abb2400,30
633,4b25f620,28
634,4b39347d,30
635,4b3a7ad5,33
636,4bb1244f,30
637,4bba14ce,7
638,4bc2c2c5,69
639,4beff0c5,26
640,4c13fe25,30
641,4c1aa16d,15
642,4c3cddb8,122
643,4c432947,30
644,4c594e0f,19
645,4c62312c,4
646,4c6944d6,158
647,4c77947d,26
648,4ca37738,30
649,4cb874bb,30
650,4cee0c60,125
651,4d04f1d1,5
652,4d0d9906,10
653,4d4e17f5,30
654,4d763ca4,14
655,4d9e07cf,30
656,4def68db,30
657,4e02d62d,23
658,4e61bf96,21
659,4e8c5516,30
660,4e99c1b7,86
661,4ec7d027,29
662,4f086393,30
663,4f256313,30
664,4f2ab70c,3
665,4f2be90f,30
666,4f558007,11
667,4f5c0b28,30
668,4f781a59,7
669,4fce7686,30
670,4fd4d073,30
671,5087f68b,18
672,508e30ee,105
673,50928b05,30
674,50a7d406,30
675,50a8ef27,30
676,50b86bf8,5
677,50d1c8e3,27
678,5104f2f4,25
679,51055bda,100
680,513aeddf,120
681,5165cf0a,30
682,5184ed3e,30
683,518588b6,30
684,5188de0d,30
685,5195f0ec,28
686,51995cea,23
687,51c5601d,111
688,51eefcc6,29
689,51f4d5b0,24
690,51f7a034,123
691,520b2c17,29
692,520e8c0e,30
693,52162b51,78
694,5236848b,30
695,528f9242,30
696,529eda42,30
697,530306f5,30
698,531a5b8a,29
699,533c6564,30
700,53458368,24
701,53578f4e,30
702,53eb0a88,12
703,53fd1780,30
704,540d8427,10
705,541e4079,29
706,542f38a2,31
707,54412eae,30
708,54ad8f22,111
709,54aecbd5,115
710,54b6d355,85
711,551e42e8,28
712,55463c16,8
713,5588c7e6,30
714,559bc36a,99
715,55d3725a,30
716,560c5be4,5
717,5628d7b7,30
718,5677ec77,29
719,569455ff,20
720,56abe7dc,19
721,56cd307a,30
722,56eab10e,30
723,56f78b7e,21
724,56f8a100,30
725,5705a0f9,30
726,57152045,148
727,571c044e,28
728,57376a4c,30
729,573cdb8a,19
730,574ec766,8
731,5769c5ab,118
732,578d3efb,127
733,57b38f48,27
734,57b68383,29
735,57de2379,32
736,58137b8e,1
737,589bce2c,28
738,589f8720,1
739,58df33b5,30
740,590750e8,29
741,59b98a22,26
742,59c3a7f2,30
743,59fe87e6,30
744,5a0bc987,28
745,5a3712c9,30
746,5a3fc246,12
747,5a5721f8,117
748,5a98d407,114
749,5a9f7324,29
750,5aac2efa,30
751,5ab63b0a,30
752,5ac04a92,29
753,5af0ca83,30
754,5b09db89,108
755,5b26c81b,30
756,5b34ad80,1
757,5b7cb31f,1
758,5ba724a7,30
759,5be23def,30
760,5bf1f1cb,15
761,5c237956,30
762,5c39594f,96
763,5c43ac9f,6
764,5cf1ecce,115
765,5cf55001,2
766,5d0ab165,30
767,5d4e3bb8,33
768,5d9bb361,30
769,5db0e146,30
770,5de3f6cc,29
771,5de8f2f0,30
772,5e033479,30
773,5e1b34a6,12
774,5e25eeef,3
775,5e3b7a84,30
776,5ebc1cda,182
777,5ef35194,18
778,5efb758c,30
779,5f1253e9,26
780,5f1b1051,29
781,5f47fdf9,29
782,5f5eef60,118
783,5f8097e1,86
784,5f8e50a0,30
785,5f9cd2eb,183
786,5fb88f4c,30
787,5fc3ed24,29
788,5fe4a278,30
789,60402b64,17
790,60472d26,28
791,6078eb0d,28
792,608473c9,16
793,6094340e,30
794,611d2b50,85
795,6124b431,91
796,61482e52,81
797,616420be,124
798,6166ae21,23
799,617aeb6c,128
800,617de221,110
801,619b5164,35
802,61a0d340,7
803,61a9f72a,21
804,61ab8fbc,130
805,61abbf52,102
806,61d3e51e,30
807,61e2f74f,118
808,61e50f62,30
809,620ff0fa,30
810,62581901,30
811,625fd898,30
812,62605293,30
813,626e323f,29
814,6272b231,24
815,627c0bec,30
816,62b7c848,25
817,62ccd358,29
818,62ef962d,28
819,62f05757,122
820,6301e683,24
821,6347b393,35
822,6366f61a,29
823,637c702a,30
824,638548d5,29
825,63996b7c,30
826,63ae15e4,26
827,63e83991,1
828,63f042c6,20
829,6414258b,30
830,64220627,29
831,64574a99,17
832,645ed69d,122
833,64a80906,35
834,64da5281,30
835,64df20d8,116
836,64f83f0e,28
837,65040d9b,30
838,65079685,5
839,650daf8e,30
840,651d108f,30
841,652b3da7,30
842,65303f47,1
843,654772d3,17
844,6565a81d,126
845,656e8bb3,30
846,65846c5f,24
847,659b7fae,30
848,65c73b55,29
849,65d14087,29
850,65d81c54,29
851,65d844fc,29
852,65f2531f,29
853,66041c69,30
854,66276b0e,30
855,6640fdc0,26
856,668115dd,7
857,66a412a7,23
858,66aa0f29,24
859,66cbe2b3,30
860,66e8a4ec,8
861,66f07c09,1
862,6727b579,96
863,673632f3,3
864,674ca5ea,53
865,676f8138,122
866,679463fc,118
867,6794a793,30
868,679e9a95,5
869,67bdbf56,76
870,67fcdb05,30
871,6823565f,30
872,682e1687,30
873,6846af18,29
874,686d030b,100
875,6889b21f,12
876,68c2a1bf,2
877,68effe85,30
878,6904f0cb,52
879,69086eb0,29
880,695c2127,27
881,6969e51a,87
882,6982fc2a,30
883,69953f48,29
884,69a1a79f,128
885,69f609ec,29
886,6a014b29,30
887,6a1908f8,30
888,6a203e0e,30
889,6a2fb9a5,30
890,6a497f80,25
891,6a700f9d,29
892,6a861f21,30
893,6aa8def4,109
894,6aafb34f,30
895,6ac35824,21
896,6ace4fe1,95
897,6adb8ad9,30
898,6add0595,30
899,6af4aa07,30
900,6b7d5101,21
901,6bd4554d,5
902,6bf5baf3,119
903,6c2dd2d5,1
904,6c429c7b,93
905,6c6aa323,30
906,6c9223bd,30
907,6c968bd9,92
908,6c9a1ac2,35
909,6cb6eee7,30
910,6cc28ce5,30
911,6ceeb9aa,30
912,6cf5459b,30
913,6d1dcca6,30
914,6d2d3b0d,15
915,6d7af359,24
916,6dfff95a,14
917,6e2ef3d5,30
918,6e41a77e,30
919,6e74c582,29
920,6e899c9a,6
921,6e8b9b7b,29
922,6ef407da,125
923,6ef76186,30
924,6ef841e8,1
925,6f1ffef6,29
926,6f2c6f7e,30
927,6f342826,28
928,6f3458b3,8
929,6f5eea74,12
930,6f7724f5,27
931,6f9088d7,30
932,6fb3d5a7,107
933,6fbe8c37,1
934,6fca237d,30
935,7014b07e,27
936,7081436f,30
937,70880cc6,17
938,708a9569,30
939,708b8d51,30
940,7096522d,30
941,70a00e98,103
942,70b0ccf4,17
943,7106d229,7
944,712e4d58,46
945,716757ce,28
946,71904de3,30
947,71aa5b54,30
948,71bf8f48,20
949,71d0ded4,102
950,71e6ab20,29
951,71f6fed7,30
952,71f9bba8,30
953,7211390b,98
954,7213ed54,121
955,721f767c,30
956,72242187,131
957,72320401,30
958,723efc4c,30
959,726382d6,29
960,728be664,13
961,72aa7259,30
962,72be9202,28
963,72ca6a6d,9
964,72d75d96,30
965,72e382bd,124
966,7303215d,28
967,73124b26,30
968,7318280c,30
969,7329545b,1
970,735845ab,81
971,73af0c50,25
972,73cccfaf,30
973,73f0659a,1
974,73f0c1f7,29
975,74241b28,124
976,742d6431,100
977,743edf9d,30
978,74551073,30
979,745a8e32,30
980,747e69fd,13
981,748cb308,20
982,74b73f88,30
983,74fc51e5,11
984,75915c90,9
985,75b631ff,30
986,7625dcf7,1
987,763188c4,90
988,76424fa5,30
989,765ffccb,30
990,76b58705,30
991,76e53db9,30
992,772db621,30
993,773e26f7,120
994,77655bdf,30
995,778a4a01,30
996,7799c9cd,30
997,779de043,121
998,77ac58c5,4
999,77def3ee,30
