local_client_index,dataset_client_id,train_samples,fedscale_profile_client_id,fedscale_mapping_mode
81,f0087_24,292,82,one_based_direct
82,f0088_22,297,83,one_based_direct
83,f0089_16,332,84,one_based_direct
84,f0090_10,363,85,one_based_direct
85,f0091_26,330,86,one_based_direct
86,f0092_16,344,87,one_based_direct
87,f0093_24,274,88,one_based_direct
88,f0094_41,369,89,one_based_direct
89,f0095_41,363,90,one_based_direct
90,f0096_45,360,91,one_based_direct
91,f0097_05,320,92,one_based_direct
92,f0098_33,330,93,one_based_direct
93,f0099_18,381,94,one_based_direct
94,f0100_42,313,95,one_based_direct
95,f0101_44,319,96,one_based_direct
96,f0102_31,375,97,one_based_direct
97,f0103_28,321,98,one_based_direct
98,f0104_43,342,99,one_based_direct
99,f0105_03,286,100,one_based_direct
100,f0106_05,285,101,one_based_direct
101,f0107_06,352,102,one_based_direct
102,f0108_12,373,103,one_based_direct
103,f0109_19,267,104,one_based_direct
104,f0110_48,384,105,one_based_direct
105,f0111_36,319,106,one_based_direct
106,f0112_07,357,107,one_based_direct
107,f0113_31,340,108,one_based_direct
108,f0114_20,271,109,one_based_direct
109,f0115_34,379,110,one_based_direct
110,f0116_23,276,111,one_based_direct
111,f0117_11,338,112,one_based_direct
112,f0118_07,368,113,one_based_direct
113,f0119_44,394,114,one_based_direct
114,f0120_29,271,115,one_based_direct
115,f0121_11,334,116,one_based_direct
116,f0122_45,271,117,one_based_direct
117,f0123_28,332,118,one_based_direct
118,f0124_11,332,119,one_based_direct
119,f0125_02,279,120,one_based_direct
120,f0126_41,261,121,one_based_direct
121,f0127_07,349,122,one_based_direct
122,f0128_00,299,123,one_based_direct
123,f0129_32,275,124,one_based_direct
124,f0130_28,340,125,one_based_direct
125,f0131_03,271,126,one_based_direct
126,f0132_17,314,127,one_based_direct
127,f0133_23,319,128,one_based_direct
128,f0135_03,333,129,one_based_direct
129,f0136_18,318,130,one_based_direct
130,f0137_14,356,131,one_based_direct
131,f0138_30,263,132,one_based_direct
132,f0139_23,315,133,one_based_direct
133,f0140_09,312,134,one_based_direct
134,f0141_43,351,135,one_based_direct
135,f0143_00,356,136,one_based_direct
136,f0144_05,334,137,one_based_direct
137,f0145_33,300,138,one_based_direct
138,f0146_33,280,139,one_based_direct
139,f0147_13,319,140,one_based_direct
140,f0149_15,281,141,one_based_direct
141,f0150_25,325,142,one_based_direct
142,f0151_02,285,143,one_based_direct
143,f0153_35,310,144,one_based_direct
144,f0154_34,253,145,one_based_direct
145,f0155_13,398,146,one_based_direct
146,f0156_09,350,147,one_based_direct
147,f0157_12,335,148,one_based_direct
148,f0158_20,351,149,one_based_direct
149,f0159_14,357,150,one_based_direct
150,f0160_11,315,151,one_based_direct
151,f0161_16,374,152,one_based_direct
152,f0162_02,285,153,one_based_direct
153,f0163_13,364,154,one_based_direct
154,f0164_32,387,155,one_based_direct
155,f0165_04,328,156,one_based_direct
156,f0166_12,279,157,one_based_direct
157,f0167_33,322,158,one_based_direct
158,f0168_36,333,159,one_based_direct
159,f0170_40,351,160,one_based_direct
160,f0171_26,355,161,one_based_direct
161,f0172_40,370,162,one_based_direct
162,f0173_00,307,163,one_based_direct
163,f0174_06,349,164,one_based_direct
164,f0175_47,297,165,one_based_direct
165,f0176_30,271,166,one_based_direct
166,f0178_39,315,167,one_based_direct
167,f0179_22,297,168,one_based_direct
168,f0180_29,336,169,one_based_direct
169,f0181_31,350,170,one_based_direct
170,f0183_22,350,171,one_based_direct
171,f0184_49,294,172,one_based_direct
172,f0185_23,355,173,one_based_direct
173,f0186_14,300,174,one_based_direct
174,f0187_18,373,175,one_based_direct
175,f0188_36,361,176,one_based_direct
176,f0189_49,312,177,one_based_direct
177,f0190_12,386,178,one_based_direct
178,f0191_22,326,179,one_based_direct
179,f0192_22,324,180,one_based_direct
180,f0193_48,287,181,one_based_direct
181,f0194_30,314,182,one_based_direct
182,f0196_10,361,183,one_based_direct
183,f0197_34,375,184,one_based_direct
184,f0198_18,289,185,one_based_direct
185,f0199_01,390,186,one_based_direct
186,f0201_34,308,187,one_based_direct
187,f0202_09,308,188,one_based_direct
188,f0203_21,384,189,one_based_direct
189,f0204_21,319,190,one_based_direct
190,f0205_15,299,191,one_based_direct
191,f0206_38,271,192,one_based_direct
192,f0207_46,352,193,one_based_direct
193,f0208_05,372,194,one_based_direct
194,f0210_17,318,195,one_based_direct
195,f0211_26,368,196,one_based_direct
196,f0212_24,292,197,one_based_direct
197,f0214_05,314,198,one_based_direct
198,f0215_32,276,199,one_based_direct
199,f0216_26,293,200,one_based_direct
200,f0217_16,291,201,one_based_direct
201,f0218_04,333,202,one_based_direct
202,f0219_48,363,203,one_based_direct
203,f0220_49,295,204,one_based_direct
204,f0221_37,311,205,one_based_direct
205,f0222_06,312,206,one_based_direct
206,f0223_49,254,207,one_based_direct
207,f0224_06,357,208,one_based_direct
208,f0225_20,296,209,one_based_direct
209,f0226_08,324,210,one_based_direct
210,f0227_27,331,211,one_based_direct
211,f0228_36,273,212,one_based_direct
212,f0229_10,317,213,one_based_direct
213,f0230_04,312,214,one_based_direct
214,f0231_43,265,215,one_based_direct
215,f0232_28,258,216,one_based_direct
216,f0233_14,297,217,one_based_direct
217,f0234_16,304,218,one_based_direct
218,f0235_17,279,219,one_based_direct
219,f0236_17,267,220,one_based_direct
220,f0237_46,281,221,one_based_direct
221,f0238_02,280,222,one_based_direct
222,f0239_15,322,223,one_based_direct
223,f0240_02,351,224,one_based_direct
224,f0241_46,356,225,one_based_direct
225,f0242_22,364,226,one_based_direct
226,f0243_29,362,227,one_based_direct
227,f0244_47,276,228,one_based_direct
228,f0245_40,349,229,one_based_direct
229,f0246_12,381,230,one_based_direct
230,f0248_43,265,231,one_based_direct
231,f0249_46,291,232,one_based_direct
232,f0251_00,331,233,one_based_direct
233,f0252_30,363,234,one_based_direct
234,f0253_40,342,235,one_based_direct
235,f0254_46,387,236,one_based_direct
236,f0255_48,377,237,one_based_direct
237,f0256_08,380,238,one_based_direct
238,f0257_46,336,239,one_based_direct
239,f0258_41,355,240,one_based_direct
240,f0259_41,318,241,one_based_direct
241,f0260_38,343,242,one_based_direct
242,f0261_06,525,243,one_based_direct
243,f0262_15,340,244,one_based_direct
244,f0263_31,355,245,one_based_direct
245,f0264_18,338,246,one_based_direct
246,f0265_39,341,247,one_based_direct
247,f0266_14,338,248,one_based_direct
248,f0267_24,353,249,one_based_direct
249,f0268_19,288,250,one_based_direct
250,f0269_21,314,251,one_based_direct
251,f0271_05,354,252,one_based_direct
252,f0272_13,276,253,one_based_direct
253,f0273_27,305,254,one_based_direct
254,f0274_49,318,255,one_based_direct
255,f0275_17,328,256,one_based_direct
256,f0276_07,321,257,one_based_direct
257,f0277_33,299,258,one_based_direct
258,f0278_07,358,259,one_based_direct
259,f0279_03,342,260,one_based_direct
260,f0280_20,344,261,one_based_direct
261,f0281_47,382,262,one_based_direct
262,f0282_04,306,263,one_based_direct
263,f0283_31,274,264,one_based_direct
264,f0284_34,365,265,one_based_direct
265,f0285_23,314,266,one_based_direct
266,f0286_16,332,267,one_based_direct
267,f0287_15,361,268,one_based_direct
268,f0288_48,276,269,one_based_direct
269,f0289_10,418,270,one_based_direct
270,f0290_29,319,271,one_based_direct
271,f0291_06,304,272,one_based_direct
272,f0292_16,398,273,one_based_direct
273,f0293_40,310,274,one_based_direct
274,f0295_17,344,275,one_based_direct
275,f0296_20,358,276,one_based_direct
276,f0297_05,347,277,one_based_direct
277,f0298_13,338,278,one_based_direct
278,f0299_33,279,279,one_based_direct
279,f0300_24,305,280,one_based_direct
280,f0301_33,344,281,one_based_direct
281,f0302_47,360,282,one_based_direct
282,f0303_00,355,283,one_based_direct
283,f0304_23,337,284,one_based_direct
284,f0305_08,347,285,one_based_direct
285,f0306_35,313,286,one_based_direct
286,f0307_12,324,287,one_based_direct
287,f0308_10,292,288,one_based_direct
288,f0309_42,302,289,one_based_direct
289,f0310_32,344,290,one_based_direct
290,f0311_48,283,291,one_based_direct
291,f0312_43,375,292,one_based_direct
292,f0313_43,299,293,one_based_direct
293,f0314_27,342,294,one_based_direct
294,f0315_31,383,295,one_based_direct
295,f0316_21,342,296,one_based_direct
296,f0317_44,378,297,one_based_direct
297,f0318_44,346,298,one_based_direct
298,f0319_32,288,299,one_based_direct
299,f0320_41,384,300,one_based_direct
300,f0321_36,349,301,one_based_direct
301,f0323_17,295,302,one_based_direct
302,f0325_17,317,303,one_based_direct
303,f0326_35,342,304,one_based_direct
304,f0327_43,363,305,one_based_direct
305,f0328_12,370,306,one_based_direct
306,f0329_34,326,307,one_based_direct
307,f0330_09,376,308,one_based_direct
308,f0331_41,276,309,one_based_direct
309,f0332_15,353,310,one_based_direct
310,f0333_01,264,311,one_based_direct
311,f0335_14,385,312,one_based_direct
312,f0336_37,261,313,one_based_direct
313,f0337_24,392,314,one_based_direct
314,f0338_35,337,315,one_based_direct
315,f0339_11,298,316,one_based_direct
316,f0340_05,300,317,one_based_direct
317,f0341_00,311,318,one_based_direct
318,f0342_31,332,319,one_based_direct
319,f0343_35,329,320,one_based_direct
320,f0344_25,385,321,one_based_direct
321,f0345_23,351,322,one_based_direct
322,f0347_04,371,323,one_based_direct
323,f0348_46,324,324,one_based_direct
324,f0349_40,289,325,one_based_direct
325,f0350_03,305,326,one_based_direct
326,f0351_22,339,327,one_based_direct
327,f0352_09,294,328,one_based_direct
328,f0353_18,255,329,one_based_direct
329,f0355_32,348,330,one_based_direct
330,f0356_41,333,331,one_based_direct
331,f0357_21,311,332,one_based_direct
332,f0358_32,321,333,one_based_direct
333,f0359_05,360,334,one_based_direct
334,f0360_15,378,335,one_based_direct
335,f0361_07,374,336,one_based_direct
336,f0362_44,344,337,one_based_direct
337,f0364_10,293,338,one_based_direct
338,f0365_07,256,339,one_based_direct
339,f0366_08,312,340,one_based_direct
340,f0367_33,331,341,one_based_direct
341,f0368_39,325,342,one_based_direct
342,f0369_34,289,343,one_based_direct
343,f0370_20,337,344,one_based_direct
344,f0371_24,260,345,one_based_direct
345,f0372_33,295,346,one_based_direct
346,f0373_35,345,347,one_based_direct
347,f0374_13,345,348,one_based_direct
348,f0376_05,337,349,one_based_direct
349,f0377_25,338,350,one_based_direct
350,f0379_10,377,351,one_based_direct
351,f0380_37,310,352,one_based_direct
352,f0381_28,324,353,one_based_direct
353,f0382_03,338,354,one_based_direct
354,f0383_43,332,355,one_based_direct
355,f0384_36,345,356,one_based_direct
356,f0385_18,342,357,one_based_direct
357,f0387_49,283,358,one_based_direct
358,f0388_26,269,359,one_based_direct
359,f0389_38,333,360,one_based_direct
360,f0390_33,324,361,one_based_direct
361,f0391_32,254,362,one_based_direct
362,f0392_15,353,363,one_based_direct
363,f0393_18,320,364,one_based_direct
364,f0395_15,380,365,one_based_direct
365,f0397_27,305,366,one_based_direct
366,f0398_37,274,367,one_based_direct
367,f0399_44,353,368,one_based_direct
368,f0400_25,253,369,one_based_direct
369,f0401_11,367,370,one_based_direct
370,f0402_38,351,371,one_based_direct
371,f0403_29,358,372,one_based_direct
372,f0404_33,339,373,one_based_direct
373,f0405_20,311,374,one_based_direct
374,f0406_00,266,375,one_based_direct
375,f0407_39,287,376,one_based_direct
376,f0408_03,304,377,one_based_direct
377,f0409_49,364,378,one_based_direct
378,f0410_43,297,379,one_based_direct
379,f0412_26,284,380,one_based_direct
380,f0413_09,327,381,one_based_direct
381,f0414_22,310,382,one_based_direct
382,f0415_28,346,383,one_based_direct
383,f0417_44,312,384,one_based_direct
384,f0418_21,307,385,one_based_direct
385,f0420_19,318,386,one_based_direct
386,f0421_33,271,387,one_based_direct
387,f0422_45,263,388,one_based_direct
388,f0424_27,284,389,one_based_direct
389,f0427_40,279,390,one_based_direct
390,f0429_13,313,391,one_based_direct
391,f0430_02,315,392,one_based_direct
392,f0431_36,362,393,one_based_direct
393,f0432_28,279,394,one_based_direct
394,f0434_21,286,395,one_based_direct
395,f0435_37,272,396,one_based_direct
396,f0436_17,333,397,one_based_direct
397,f0437_05,324,398,one_based_direct
398,f0438_19,261,399,one_based_direct
399,f0439_08,339,400,one_based_direct
400,f0440_17,288,401,one_based_direct
401,f0441_00,343,402,one_based_direct
402,f0442_00,335,403,one_based_direct
403,f0443_21,376,404,one_based_direct
404,f0444_34,366,405,one_based_direct
405,f0445_46,362,406,one_based_direct
406,f0446_03,356,407,one_based_direct
407,f0448_39,276,408,one_based_direct
408,f0451_44,378,409,one_based_direct
409,f0452_37,307,410,one_based_direct
410,f0453_45,353,411,one_based_direct
411,f0454_20,350,412,one_based_direct
412,f0456_45,336,413,one_based_direct
413,f0458_38,360,414,one_based_direct
414,f0460_02,345,415,one_based_direct
415,f0461_47,362,416,one_based_direct
416,f0463_09,332,417,one_based_direct
417,f0465_42,378,418,one_based_direct
418,f0466_11,361,419,one_based_direct
419,f0467_18,272,420,one_based_direct
420,f0468_24,365,421,one_based_direct
421,f0469_20,348,422,one_based_direct
422,f0470_37,316,423,one_based_direct
423,f0471_15,298,424,one_based_direct
424,f0472_36,371,425,one_based_direct
425,f0473_21,373,426,one_based_direct
426,f0477_46,352,427,one_based_direct
427,f0478_10,314,428,one_based_direct
428,f0479_35,329,429,one_based_direct
429,f0480_41,266,430,one_based_direct
430,f0481_47,365,431,one_based_direct
431,f0482_06,325,432,one_based_direct
432,f0483_42,307,433,one_based_direct
433,f0484_46,324,434,one_based_direct
434,f0485_45,344,435,one_based_direct
435,f0486_05,291,436,one_based_direct
436,f0487_42,296,437,one_based_direct
437,f0488_39,347,438,one_based_direct
438,f0489_49,339,439,one_based_direct
439,f0490_13,288,440,one_based_direct
440,f0491_35,280,441,one_based_direct
441,f0492_08,342,442,one_based_direct
442,f0493_05,344,443,one_based_direct
443,f0494_20,371,444,one_based_direct
444,f0495_04,378,445,one_based_direct
445,f0496_09,323,446,one_based_direct
446,f0497_00,260,447,one_based_direct
447,f0498_06,307,448,one_based_direct
448,f0499_10,266,449,one_based_direct
449,f0500_38,305,450,one_based_direct
450,f0501_06,340,451,one_based_direct
451,f0502_09,354,452,one_based_direct
452,f0503_44,331,453,one_based_direct
453,f0506_18,328,454,one_based_direct
454,f0507_19,312,455,one_based_direct
455,f0508_20,325,456,one_based_direct
456,f0510_47,301,457,one_based_direct
457,f0511_03,260,458,one_based_direct
458,f0512_15,307,459,one_based_direct
459,f0513_18,324,460,one_based_direct
460,f0514_14,328,461,one_based_direct
461,f0515_18,341,462,one_based_direct
462,f0516_45,270,463,one_based_direct
463,f0518_02,363,464,one_based_direct
464,f0519_46,355,465,one_based_direct
465,f0520_25,295,466,one_based_direct
466,f0521_14,347,467,one_based_direct
467,f0522_38,327,468,one_based_direct
468,f0523_42,285,469,one_based_direct
469,f0524_04,265,470,one_based_direct
470,f0525_15,335,471,one_based_direct
471,f0526_22,315,472,one_based_direct
472,f0527_23,287,473,one_based_direct
473,f0530_15,368,474,one_based_direct
474,f0531_48,257,475,one_based_direct
475,f0533_32,316,476,one_based_direct
476,f0534_00,372,477,one_based_direct
477,f0535_19,297,478,one_based_direct
478,f0536_45,293,479,one_based_direct
479,f0537_35,275,480,one_based_direct
480,f0538_03,279,481,one_based_direct
481,f0541_47,324,482,one_based_direct
482,f0543_19,314,483,one_based_direct
483,f0544_05,333,484,one_based_direct
484,f0545_49,298,485,one_based_direct
485,f0546_38,256,486,one_based_direct
486,f0547_28,374,487,one_based_direct
487,f0548_49,323,488,one_based_direct
488,f0549_39,312,489,one_based_direct
489,f0550_24,333,490,one_based_direct
490,f0552_46,297,491,one_based_direct
491,f0553_03,260,492,one_based_direct
492,f0554_17,354,493,one_based_direct
493,f0556_25,273,494,one_based_direct
494,f0557_33,330,495,one_based_direct
495,f0558_01,310,496,one_based_direct
496,f0559_18,366,497,one_based_direct
497,f0560_16,351,498,one_based_direct
498,f0561_12,310,499,one_based_direct
499,f0562_31,367,500,one_based_direct
500,f0564_43,262,501,one_based_direct
501,f0565_03,303,502,one_based_direct
502,f0566_02,268,503,one_based_direct
503,f0567_25,288,504,one_based_direct
504,f0568_00,323,505,one_based_direct
505,f0569_42,267,506,one_based_direct
506,f0570_31,332,507,one_based_direct
507,f0571_24,324,508,one_based_direct
508,f0572_15,330,509,one_based_direct
509,f0573_31,319,510,one_based_direct
510,f0574_03,345,511,one_based_direct
511,f0575_25,278,512,one_based_direct
512,f0576_01,324,513,one_based_direct
513,f0577_19,330,514,one_based_direct
514,f0580_29,297,515,one_based_direct
515,f0581_30,257,516,one_based_direct
516,f0583_26,328,517,one_based_direct
517,f0584_22,264,518,one_based_direct
518,f0585_26,319,519,one_based_direct
519,f0586_11,314,520,one_based_direct
520,f0587_34,319,521,one_based_direct
521,f0588_19,341,522,one_based_direct
522,f0589_20,273,523,one_based_direct
523,f0590_06,277,524,one_based_direct
524,f0591_27,294,525,one_based_direct
525,f0593_46,286,526,one_based_direct
526,f0594_00,298,527,one_based_direct
527,f0595_35,303,528,one_based_direct
528,f0596_26,354,529,one_based_direct
529,f0597_00,359,530,one_based_direct
530,f0601_32,271,531,one_based_direct
531,f0602_16,316,532,one_based_direct
532,f0603_11,293,533,one_based_direct
533,f0604_11,347,534,one_based_direct
534,f0605_00,345,535,one_based_direct
535,f0606_11,315,536,one_based_direct
536,f0607_27,310,537,one_based_direct
537,f0609_12,309,538,one_based_direct
538,f0610_38,250,539,one_based_direct
539,f0611_34,290,540,one_based_direct
540,f0612_11,297,541,one_based_direct
541,f0613_28,375,542,one_based_direct
542,f0614_14,274,543,one_based_direct
543,f0615_00,338,544,one_based_direct
544,f0616_04,363,545,one_based_direct
545,f0617_30,292,546,one_based_direct
546,f0618_44,342,547,one_based_direct
547,f0620_49,317,548,one_based_direct
548,f0621_33,328,549,one_based_direct
549,f0622_25,369,550,one_based_direct
550,f0623_37,286,551,one_based_direct
551,f0625_26,331,552,one_based_direct
552,f0626_23,297,553,one_based_direct
553,f0627_14,253,554,one_based_direct
554,f0628_05,319,555,one_based_direct
555,f0629_39,295,556,one_based_direct
556,f0630_16,332,557,one_based_direct
557,f0631_03,351,558,one_based_direct
558,f0632_45,301,559,one_based_direct
559,f0633_18,372,560,one_based_direct
560,f0634_01,307,561,one_based_direct
561,f0635_33,356,562,one_based_direct
562,f0637_21,266,563,one_based_direct
563,f0638_07,288,564,one_based_direct
564,f0639_24,300,565,one_based_direct
565,f0640_19,287,566,one_based_direct
566,f0641_22,357,567,one_based_direct
567,f0642_27,326,568,one_based_direct
568,f0643_23,329,569,one_based_direct
569,f0644_19,393,570,one_based_direct
570,f0645_45,265,571,one_based_direct
571,f0646_22,268,572,one_based_direct
572,f0647_19,252,573,one_based_direct
573,f0648_23,340,574,one_based_direct
574,f0649_22,269,575,one_based_direct
575,f0650_31,303,576,one_based_direct
576,f0651_45,252,577,one_based_direct
577,f0652_30,303,578,one_based_direct
578,f0653_02,311,579,one_based_direct
579,f0654_02,270,580,one_based_direct
580,f0656_11,272,581,one_based_direct
581,f0658_30,290,582,one_based_direct
582,f0659_24,280,583,one_based_direct
583,f0660_10,357,584,one_based_direct
584,f0661_44,316,585,one_based_direct
585,f0662_29,281,586,one_based_direct
586,f0663_30,307,587,one_based_direct
587,f0665_47,351,588,one_based_direct
588,f0666_20,318,589,one_based_direct
589,f0667_05,296,590,one_based_direct
590,f0668_31,316,591,one_based_direct
591,f0671_18,317,592,one_based_direct
592,f0672_28,320,593,one_based_direct
593,f0673_28,360,594,one_based_direct
594,f0674_44,284,595,one_based_direct
595,f0675_24,292,596,one_based_direct
596,f0676_08,318,597,one_based_direct
597,f0678_26,275,598,one_based_direct
598,f0679_42,374,599,one_based_direct
599,f0680_28,349,600,one_based_direct
600,f0681_47,324,601,one_based_direct
601,f0682_48,265,602,one_based_direct
602,f0683_02,291,603,one_based_direct
603,f0686_09,346,604,one_based_direct
604,f0687_43,353,605,one_based_direct
605,f0690_26,367,606,one_based_direct
606,f0693_40,342,607,one_based_direct
607,f0694_49,272,608,one_based_direct
608,f0695_31,331,609,one_based_direct
609,f0696_13,302,610,one_based_direct
610,f0697_31,334,611,one_based_direct
611,f0698_45,374,612,one_based_direct
612,f0699_19,361,613,one_based_direct
613,f0700_20,335,614,one_based_direct
614,f0701_21,353,615,one_based_direct
615,f0702_46,251,616,one_based_direct
616,f0703_11,271,617,one_based_direct
617,f0704_31,308,618,one_based_direct
618,f0705_35,307,619,one_based_direct
619,f0706_13,363,620,one_based_direct
620,f0707_44,307,621,one_based_direct
621,f0708_14,343,622,one_based_direct
622,f0709_40,315,623,one_based_direct
623,f0710_08,301,624,one_based_direct
624,f0711_11,303,625,one_based_direct
625,f0712_09,317,626,one_based_direct
626,f0713_17,324,627,one_based_direct
627,f0716_15,285,628,one_based_direct
628,f0717_46,352,629,one_based_direct
629,f0718_13,302,630,one_based_direct
630,f0719_05,254,631,one_based_direct
631,f0720_38,260,632,one_based_direct
632,f0721_31,312,633,one_based_direct
633,f0722_29,306,634,one_based_direct
634,f0723_20,347,635,one_based_direct
635,f0724_37,313,636,one_based_direct
636,f0725_46,329,637,one_based_direct
637,f0726_09,268,638,one_based_direct
638,f0727_27,300,639,one_based_direct
639,f0728_14,317,640,one_based_direct
640,f0730_41,332,641,one_based_direct
641,f0731_05,309,642,one_based_direct
642,f0733_34,325,643,one_based_direct
643,f0734_39,324,644,one_based_direct
644,f0735_17,316,645,one_based_direct
645,f0736_38,320,646,one_based_direct
646,f0737_49,342,647,one_based_direct
647,f0738_13,291,648,one_based_direct
648,f0739_42,298,649,one_based_direct
649,f0741_44,288,650,one_based_direct
650,f0742_09,259,651,one_based_direct
651,f0743_31,383,652,one_based_direct
652,f0744_23,286,653,one_based_direct
653,f0745_35,360,654,one_based_direct
654,f0747_24,335,655,one_based_direct
655,f0749_12,270,656,one_based_direct
656,f0750_18,360,657,one_based_direct
657,f0751_28,353,658,one_based_direct
658,f0752_25,367,659,one_based_direct
659,f0753_05,306,660,one_based_direct
660,f0754_01,257,661,one_based_direct
661,f0756_22,341,662,one_based_direct
662,f0759_41,293,663,one_based_direct
663,f0761_10,331,664,one_based_direct
664,f0762_20,316,665,one_based_direct
665,f0763_30,329,666,one_based_direct
666,f0764_08,341,667,one_based_direct
667,f0765_33,360,668,one_based_direct
668,f0766_01,324,669,one_based_direct
669,f0767_25,283,670,one_based_direct
670,f0768_20,283,671,one_based_direct
671,f0769_14,313,672,one_based_direct
672,f0770_45,331,673,one_based_direct
673,f0771_13,275,674,one_based_direct
674,f0772_14,349,675,one_based_direct
675,f0773_10,262,676,one_based_direct
676,f0774_40,337,677,one_based_direct
677,f0775_24,333,678,one_based_direct
678,f0777_12,337,679,one_based_direct
679,f0778_20,324,680,one_based_direct
680,f0780_06,253,681,one_based_direct
681,f0781_31,270,682,one_based_direct
682,f0782_49,313,683,one_based_direct
683,f0783_27,349,684,one_based_direct
684,f0784_30,282,685,one_based_direct
685,f0786_07,288,686,one_based_direct
686,f0788_34,251,687,one_based_direct
687,f0789_10,312,688,one_based_direct
688,f0791_04,283,689,one_based_direct
689,f0792_07,349,690,one_based_direct
690,f0793_02,322,691,one_based_direct
691,f0795_37,356,692,one_based_direct
692,f0796_08,255,693,one_based_direct
693,f0797_22,306,694,one_based_direct
694,f0798_05,261,695,one_based_direct
695,f0799_13,257,696,one_based_direct
696,f0800_00,250,697,one_based_direct
697,f0801_25,272,698,one_based_direct
698,f0802_22,262,699,one_based_direct
699,f0803_40,275,700,one_based_direct
700,f0804_00,368,701,one_based_direct
701,f0805_48,322,702,one_based_direct
702,f0806_09,342,703,one_based_direct
703,f0807_16,278,704,one_based_direct
704,f0808_46,298,705,one_based_direct
705,f0809_16,305,706,one_based_direct
706,f0811_49,330,707,one_based_direct
707,f0812_32,342,708,one_based_direct
708,f0813_02,286,709,one_based_direct
709,f0814_03,343,710,one_based_direct
710,f0815_12,367,711,one_based_direct
711,f0816_18,292,712,one_based_direct
712,f0818_03,320,713,one_based_direct
713,f0819_13,305,714,one_based_direct
714,f0820_47,276,715,one_based_direct
715,f0821_44,288,716,one_based_direct
716,f0822_30,312,717,one_based_direct
717,f0823_19,258,718,one_based_direct
718,f0824_18,251,719,one_based_direct
719,f0826_18,286,720,one_based_direct
720,f0827_09,346,721,one_based_direct
721,f0828_34,298,722,one_based_direct
722,f0829_00,312,723,one_based_direct
723,f0831_15,345,724,one_based_direct
724,f0834_03,358,725,one_based_direct
725,f0835_08,298,726,one_based_direct
726,f0836_28,256,727,one_based_direct
727,f0838_49,342,728,one_based_direct
728,f0839_37,352,729,one_based_direct
729,f0840_37,356,730,one_based_direct
730,f0841_10,351,731,one_based_direct
731,f0842_22,320,732,one_based_direct
